user_id,date_subscribed,no_newsletters_sent,source,blog_title
6396,2023-10-05,5,Social,Diet
7654,2023-12-19,1,Organic Search,Yoga
7881,2023-05-14,2,Organic Search,Nutrition
6982,2023-07-11,1,Email,Gym Training
2013,2023-03-19,4,Referral,Gym Training
6240,2023-05-22,5,Social,Gym Training
3016,2023-07-17,4,Social,Yoga
5003,2023-03-19,3,Email,Yoga
3183,2023-04-05,2,Direct,Yoga
8197,2023-09-08,4,Referral,Meditation
1002,2023-10-19,3,Social,Meditation
8917,2023-02-15,4,Email,Nutrition
1061,2023-03-16,4,Organic Search,Gym Training
2235,2023-08-12,5,Email,Diet
3776,2023-10-12,3,Referral,Meditation
7010,2023-11-18,1,Organic Search,Gym Training
5298,2023-04-04,4,Referral,Meditation
9291,2023-02-06,1,Email,Nutrition
2652,2023-01-02,3,Referral,Gym Training
2199,2023-05-25,4,Direct,Meditation
8554,2023-07-10,5,Direct,Yoga
7298,2023-09-07,4,Email,Diet
5412,2023-07-28,3,Email,Fitness
3305,2023-05-09,3,Email,Nutrition
3820,2023-04-03,3,Social,Yoga
2745,2023-11-29,2,Direct,Diet
7976,2023-01-23,4,Referral,Yoga
1794,2023-11-03,4,Email,Nutrition
6515,2023-07-01,5,Social,Fitness
4649,2023-11-28,3,Direct,Diet
3292,2023-05-12,4,Email,Yoga
2862,2023-07-27,5,Email,Yoga
3607,2023-03-12,5,Organic Search,Meditation
1040,2023-07-24,3,Social,Diet
7788,2023-11-18,5,Social,Gym Training
4735,2023-06-03,4,Referral,Gym Training
6143,2023-04-27,3,Organic Search,Fitness
1951,2023-12-16,5,Direct,Gym Training
8847,2023-12-04,5,Organic Search,Yoga
9847,2023-01-18,3,Direct,Nutrition
4595,2023-01-17,4,Referral,Meditation
6372,2023-04-30,4,Social,Diet
1699,2023-04-06,3,Direct,Yoga
6098,2023-04-29,4,Direct,Fitness
7447,2023-10-20,3,Direct,Yoga
5374,2023-12-08,3,Organic Search,Diet
6231,2023-02-08,5,Email,Fitness
1618,2023-07-15,5,Direct,Yoga
8091,2023-04-08,3,Direct,Yoga
2882,2023-03-24,5,Direct,Gym Training
5480,2023-04-16,2,Email,Meditation
4954,2023-12-27,5,Email,Nutrition
7780,2023-11-24,3,Referral,Nutrition
4420,2023-04-10,5,Direct,Yoga
1440,2023-07-20,2,Organic Search,Diet
5035,2023-01-10,4,Organic Search,Gym Training
9971,2023-06-20,4,Direct,Meditation
4951,2023-08-03,1,Direct,Yoga
6190,2023-01-19,4,Organic Search,Yoga
9656,2023-06-07,5,Organic Search,Nutrition
9763,2023-10-04,5,Organic Search,Diet
1866,2023-03-09,5,Direct,Nutrition
9228,2023-04-25,3,Referral,Meditation
5195,2023-03-09,5,Direct,Meditation
3885,2023-05-13,1,Organic Search,Gym Training
9470,2023-07-02,4,Referral,Nutrition
5889,2023-09-23,2,Organic Search,Yoga
6842,2023-12-30,1,Organic Search,Yoga
7623,2023-03-21,1,Direct,Diet
7624,2023-02-26,1,Organic Search,Nutrition
4318,2023-09-29,4,Organic Search,Gym Training
9962,2023-07-25,5,Organic Search,Diet
9951,2023-01-09,5,Referral,Nutrition
8765,2023-02-17,5,Organic Search,Nutrition
3006,2023-08-06,5,Direct,Meditation
8536,2023-02-02,4,Organic Search,Yoga
7717,2023-03-03,1,Direct,Yoga
1451,2023-12-15,1,Organic Search,Nutrition
5483,2023-12-28,5,Direct,Nutrition
9919,2023-11-30,5,Social,Gym Training
1540,2023-12-29,2,Referral,Nutrition
4432,2023-10-14,5,Organic Search,Gym Training
2620,2023-12-20,1,Email,Yoga
9532,2023-06-23,1,Social,Gym Training
9357,2023-04-01,3,Direct,Yoga
3486,2023-01-25,3,Direct,Gym Training
9976,2023-08-01,3,Email,Gym Training
5520,2023-05-07,4,Organic Search,Meditation
7584,2023-05-14,3,Direct,Yoga
7271,2023-01-02,5,Social,Gym Training
7747,2023-02-20,1,Social,Yoga
3340,2023-01-01,5,Direct,Nutrition
2511,2023-12-19,3,Direct,Nutrition
8258,2023-01-11,2,Organic Search,Yoga
9854,2023-07-22,2,Organic Search,Fitness
8440,2023-12-24,5,Organic Search,Gym Training
1408,2023-10-24,3,Direct,Meditation
6294,2023-09-08,2,Email,Gym Training
3510,2023-06-11,4,Organic Search,Nutrition
2359,2023-08-20,1,Direct,Yoga
9389,2023-07-13,5,Organic Search,Yoga
4017,2023-04-30,1,Organic Search,Yoga
6538,2023-06-14,1,Email,Meditation
4918,2023-11-28,1,Social,Yoga
3290,2023-02-01,2,Social,Diet
9873,2023-12-25,5,Direct,Nutrition
4529,2023-03-19,2,Direct,Fitness
4697,2023-09-18,3,Email,Yoga
2048,2023-09-28,1,Direct,Nutrition
2357,2023-10-12,5,Direct,Gym Training
5844,2023-08-28,3,Social,Fitness
7849,2023-03-31,3,Social,Meditation
2865,2023-02-14,3,Referral,Diet
6828,2023-01-08,2,Referral,Gym Training
1473,2023-05-06,5,Social,Yoga
7225,2023-01-16,1,Organic Search,Yoga
2611,2023-12-28,5,Referral,Nutrition
6176,2023-03-01,4,Organic Search,Yoga
5718,2023-10-25,5,Direct,Meditation
1888,2023-07-29,1,Direct,Gym Training
8161,2023-11-09,2,Social,Yoga
3243,2023-07-22,3,Referral,Yoga
3359,2023-05-24,1,Social,Yoga
7668,2023-10-25,5,Email,Diet
9898,2023-11-07,1,Organic Search,Fitness
5148,2023-10-05,4,Organic Search,Nutrition
2533,2023-12-13,4,Organic Search,Gym Training
1585,2023-07-07,5,Social,Yoga
4559,2023-02-10,3,Referral,Meditation
8385,2023-06-08,3,Direct,Nutrition
2748,2023-01-24,5,Direct,Meditation
1682,2023-06-10,1,Direct,Yoga
3456,2023-11-26,4,Social,Gym Training
8896,2023-02-27,1,Organic Search,Meditation
8569,2023-12-19,3,Social,Nutrition
1072,2023-10-16,4,Organic Search,Yoga
8686,2023-02-23,4,Organic Search,Yoga
1787,2023-05-17,1,Email,Diet
8118,2023-02-28,2,Referral,Nutrition
5612,2023-01-08,5,Social,Meditation
5661,2023-02-18,4,Referral,Diet
6712,2023-11-22,2,Direct,Fitness
4062,2023-10-25,1,Organic Search,Fitness
7679,2023-08-30,1,Organic Search,Meditation
2414,2023-12-14,3,Organic Search,Gym Training
4324,2023-09-20,1,Referral,Nutrition
1858,2023-07-17,2,Email,Yoga
3944,2023-12-25,2,Referral,Nutrition
9518,2023-11-10,5,Social,Yoga
8088,2023-09-24,2,Organic Search,Diet
6832,2023-07-18,1,Organic Search,Yoga
6857,2023-06-12,2,Direct,Meditation
7505,2023-07-25,4,Organic Search,Diet
2739,2023-12-16,1,Organic Search,Nutrition
1403,2023-05-08,1,Direct,Yoga
2520,2023-07-24,5,Email,Meditation
9049,2023-06-29,5,Direct,Yoga
7578,2023-11-19,3,Social,Gym Training
1223,2023-06-20,3,Referral,Nutrition
5723,2023-07-17,5,Social,Gym Training
9076,2023-07-04,3,Social,Nutrition
5860,2023-01-11,5,Direct,Diet
8548,2023-05-10,4,Direct,Yoga
6006,2023-07-26,5,Email,Yoga
8658,2023-05-02,1,Social,Gym Training
6753,2023-08-06,5,Social,Gym Training
4666,2023-05-27,3,Email,Nutrition
4025,2023-05-05,4,Direct,Gym Training
2314,2023-09-12,3,Direct,Meditation
7846,2023-10-05,3,Social,Yoga
5216,2023-08-08,1,Social,Nutrition
8069,2023-11-29,3,Organic Search,Yoga
7861,2023-05-15,2,Direct,Diet
4969,2023-05-18,2,Referral,Yoga
2047,2023-08-30,3,Direct,Gym Training
8926,2023-09-07,1,Direct,Nutrition
2366,2023-06-08,4,Social,Nutrition
8930,2023-01-19,1,Direct,Fitness
3909,2023-10-05,2,Referral,Gym Training
1773,2023-01-28,2,Organic Search,Yoga
3165,2023-01-02,1,Organic Search,Gym Training
4850,2023-11-03,5,Organic Search,Diet
4892,2023-01-17,5,Organic Search,Nutrition
1379,2023-03-07,5,Organic Search,Nutrition
8516,2023-05-04,5,Referral,Fitness
4048,2023-12-03,1,Organic Search,Nutrition
8219,2023-03-21,4,Email,Yoga
7238,2023-08-16,4,Social,Gym Training
2675,2023-12-04,4,Organic Search,Diet
4546,2023-07-29,1,Social,Nutrition
3967,2023-05-18,5,Social,Yoga
3378,2023-05-02,1,Organic Search,Meditation
9615,2023-06-28,5,Direct,Diet
2808,2023-11-10,1,Email,Yoga
2551,2023-02-02,1,Social,Gym Training
4461,2023-06-05,2,Referral,Nutrition
6702,2023-07-30,3,Organic Search,Nutrition
6086,2023-11-25,2,Organic Search,Yoga
4840,2023-06-09,1,Direct,Yoga
5461,2023-02-14,1,Organic Search,Gym Training
9880,2023-08-08,5,Organic Search,Gym Training
1142,2023-06-17,4,Direct,Diet
2522,2023-08-28,1,Referral,Yoga
5812,2023-04-23,1,Organic Search,Yoga
1236,2023-05-30,3,Social,Gym Training
2488,2023-06-20,2,Referral,Meditation
6096,2023-09-30,4,Email,Gym Training
3874,2023-07-26,1,Referral,Nutrition
2071,2023-05-30,1,Social,Meditation
4302,2023-07-04,3,Social,Yoga
6930,2023-05-04,2,Referral,Fitness
6691,2023-08-07,2,Direct,Nutrition
7633,2023-08-31,4,Organic Search,Nutrition
9459,2023-11-05,1,Direct,Gym Training
8214,2023-09-07,5,Direct,Gym Training
7297,2023-04-29,3,Referral,Gym Training
6490,2023-06-21,4,Organic Search,Gym Training
9799,2023-10-04,3,Organic Search,Gym Training
5085,2023-08-07,2,Organic Search,Nutrition
2377,2023-02-23,2,Organic Search,Diet
7921,2023-05-15,3,Social,Gym Training
7908,2023-03-31,5,Email,Nutrition
8282,2023-12-09,5,Organic Search,Yoga
9231,2023-11-14,3,Direct,Yoga
1369,2023-08-23,2,Email,Yoga
1762,2023-03-31,5,Organic Search,Fitness
4281,2023-01-29,4,Organic Search,Yoga
7538,2023-07-06,2,Organic Search,Gym Training
1000,2023-04-11,4,Direct,Yoga
3688,2023-03-05,4,Social,Diet
3548,2023-07-20,2,Organic Search,Meditation
5150,2023-10-13,5,Direct,Nutrition
8878,2023-02-21,5,Organic Search,Gym Training
9423,2023-11-16,2,Direct,Gym Training
1948,2023-10-03,3,Direct,Meditation
3913,2023-11-12,4,Referral,Gym Training
4097,2023-06-21,4,Email,Gym Training
4165,2023-03-23,1,Direct,Gym Training
1964,2023-06-16,3,Organic Search,Fitness
8080,2023-06-01,3,Social,Nutrition
2344,2023-06-01,4,Organic Search,Nutrition
9248,2023-09-29,1,Social,Yoga
1182,2023-07-23,4,Referral,Yoga
9082,2023-09-15,2,Organic Search,Gym Training
3415,2023-12-14,5,Social,Diet
7539,2023-03-16,3,Organic Search,Yoga
2536,2023-06-04,3,Organic Search,Gym Training
4893,2023-11-25,5,Organic Search,Meditation
2304,2023-04-23,3,Referral,Nutrition
2999,2023-03-20,5,Direct,Gym Training
1922,2023-05-14,4,Referral,Nutrition
9762,2023-06-08,5,Direct,Nutrition
9355,2023-10-30,4,Organic Search,Meditation
8781,2023-07-15,1,Referral,Fitness
8493,2023-05-02,3,Organic Search,Fitness
5394,2023-05-08,2,Organic Search,Yoga
9262,2023-07-10,3,Organic Search,Nutrition
9871,2023-12-14,5,Referral,Yoga
9292,2023-04-29,3,Organic Search,Nutrition
5465,2023-08-16,3,Social,Nutrition
2031,2023-09-03,2,Organic Search,Meditation
8438,2023-04-16,1,Organic Search,Diet
1041,2023-07-28,3,Referral,Nutrition
5897,2023-04-10,1,Organic Search,Gym Training
8289,2023-12-25,3,Organic Search,Nutrition
8076,2023-05-12,1,Referral,Nutrition
8599,2023-10-25,3,Organic Search,Gym Training
5299,2023-07-14,4,Social,Yoga
7129,2023-10-31,1,Direct,Gym Training
6933,2023-01-01,4,Direct,Gym Training
1298,2023-07-08,5,Direct,Yoga
9180,2023-08-13,2,Social,Gym Training
1511,2023-12-10,5,Referral,Nutrition
6121,2023-12-30,4,Organic Search,Nutrition
8019,2023-10-19,5,Direct,Nutrition
2744,2023-11-06,2,Email,Yoga
4686,2023-05-22,4,Social,Yoga
1412,2023-09-02,1,Organic Search,Yoga
4213,2023-10-22,4,Social,Yoga
6015,2023-02-01,3,Social,Yoga
7259,2023-12-08,1,Email,Meditation
7258,2023-01-05,5,Organic Search,Nutrition
1026,2023-09-27,5,Organic Search,Gym Training
7114,2023-08-28,1,Social,Diet
9208,2023-01-14,4,Direct,Diet
4779,2023-09-06,5,Organic Search,Diet
3021,2023-03-05,3,Direct,Diet
6441,2023-10-16,1,Social,Gym Training
9427,2023-05-12,1,Referral,Fitness
6345,2023-02-01,4,Direct,Gym Training
6413,2023-11-08,1,Organic Search,Gym Training
1439,2023-04-03,2,Organic Search,Nutrition
4798,2023-11-12,3,Direct,Meditation
8136,2023-11-29,5,Organic Search,Nutrition
5325,2023-01-08,1,Referral,Diet
6585,2023-11-17,1,Social,Meditation
6752,2023-12-15,1,Email,Yoga
7229,2023-11-21,1,Referral,Gym Training
8193,2023-01-26,5,Referral,Nutrition
2399,2023-03-15,5,Organic Search,Yoga
4155,2023-07-26,5,Direct,Nutrition
5236,2023-03-30,4,Referral,Gym Training
1795,2023-05-08,4,Direct,Nutrition
6095,2023-01-10,2,Direct,Fitness
3956,2023-12-02,3,Direct,Fitness
3158,2023-03-05,5,Referral,Nutrition
2853,2023-01-02,3,Referral,Nutrition
2287,2023-07-12,1,Social,Nutrition
3252,2023-04-11,1,Referral,Yoga
1832,2023-07-14,1,Social,Yoga
1171,2023-01-03,1,Referral,Yoga
6979,2023-03-28,2,Social,Nutrition
3447,2023-11-29,5,Direct,Meditation
3046,2023-07-24,5,Organic Search,Gym Training
8663,2023-09-15,2,Social,Gym Training
8864,2023-11-26,3,Social,Fitness
6036,2023-06-21,5,Direct,Fitness
7860,2023-09-10,2,Organic Search,Yoga
3267,2023-02-23,2,Social,Meditation
4960,2023-08-19,3,Email,Nutrition
9547,2023-10-14,5,Referral,Yoga
2350,2023-06-07,2,Direct,Gym Training
8426,2023-08-22,2,Direct,Gym Training
3047,2023-04-11,2,Organic Search,Nutrition
4473,2023-03-31,1,Organic Search,Yoga
8887,2023-09-18,1,Email,Meditation
8514,2023-05-14,5,Direct,Yoga
6840,2023-10-23,1,Referral,Nutrition
6255,2023-05-02,2,Direct,Diet
9146,2023-09-02,2,Direct,Gym Training
9789,2023-09-01,1,Direct,Fitness
8297,2023-09-24,5,Organic Search,Nutrition
3437,2023-12-18,5,Social,Meditation
8751,2023-03-06,1,Organic Search,Meditation
1561,2023-04-13,2,Referral,Yoga
8636,2023-08-22,2,Email,Yoga
6679,2023-05-16,5,Referral,Yoga
6531,2023-03-18,1,Social,Gym Training
3401,2023-09-08,1,Direct,Nutrition
8881,2023-04-27,4,Referral,Fitness
6604,2023-04-23,4,Organic Search,Diet
2595,2023-12-25,5,Organic Search,Meditation
9056,2023-05-11,2,Organic Search,Diet
9550,2023-05-20,4,Social,Nutrition
8669,2023-05-31,1,Social,Nutrition
8067,2023-10-19,3,Direct,Gym Training
7820,2023-07-15,2,Email,Diet
7437,2023-12-01,3,Organic Search,Nutrition
2991,2023-12-15,5,Organic Search,Diet
3343,2023-04-24,5,Social,Fitness
6600,2023-10-21,2,Organic Search,Nutrition
7330,2023-08-29,2,Referral,Yoga
8739,2023-08-08,1,Organic Search,Yoga
4762,2023-05-08,3,Social,Meditation
2070,2023-03-24,5,Referral,Nutrition
7365,2023-01-05,4,Organic Search,Gym Training
5037,2023-10-24,5,Social,Gym Training
1605,2023-02-01,1,Organic Search,Gym Training
6843,2023-06-24,2,Organic Search,Yoga
1434,2023-09-19,5,Organic Search,Nutrition
2829,2023-12-05,2,Direct,Meditation
4212,2023-10-15,1,Email,Fitness
7398,2023-02-19,4,Direct,Gym Training
1401,2023-05-12,5,Organic Search,Gym Training
1080,2023-08-15,1,Social,Nutrition
3844,2023-07-24,4,Organic Search,Gym Training
5134,2023-10-30,4,Organic Search,Meditation
1839,2023-06-29,1,Social,Diet
8638,2023-03-19,2,Organic Search,Meditation
7514,2023-11-29,4,Referral,Fitness
2083,2023-11-19,1,Social,Meditation
7591,2023-10-05,4,Organic Search,Gym Training
5229,2023-08-09,4,Organic Search,Meditation
6250,2023-09-08,2,Social,Meditation
1259,2023-07-14,5,Email,Meditation
1109,2023-10-05,1,Organic Search,Meditation
2105,2023-12-16,5,Direct,Meditation
7438,2023-05-25,3,Direct,Meditation
5083,2023-09-06,2,Referral,Meditation
9597,2023-02-20,2,Email,Yoga
8699,2023-05-01,5,Organic Search,Fitness
1300,2023-12-29,3,Email,Nutrition
3205,2023-11-11,4,Direct,Yoga
2832,2023-05-22,2,Organic Search,Nutrition
7405,2023-07-07,4,Organic Search,Fitness
3123,2023-09-15,1,Organic Search,Fitness
7102,2023-12-02,4,Organic Search,Nutrition
1938,2023-10-25,1,Direct,Gym Training
6232,2023-01-08,5,Organic Search,Fitness
9743,2023-01-17,2,Direct,Diet
6777,2023-06-10,2,Organic Search,Nutrition
5097,2023-03-08,5,Social,Meditation
4360,2023-09-08,3,Direct,Meditation
9123,2023-12-07,3,Direct,Gym Training
4609,2023-09-11,3,Direct,Fitness
1838,2023-02-10,5,Organic Search,Fitness
8403,2023-01-12,4,Social,Diet
5245,2023-12-02,3,Organic Search,Gym Training
9140,2023-02-04,1,Organic Search,Meditation
4167,2023-07-31,4,Organic Search,Yoga
6571,2023-08-15,2,Direct,Fitness
3553,2023-09-16,5,Direct,Yoga
7031,2023-04-07,3,Direct,Gym Training
6905,2023-02-07,3,Direct,Yoga
3520,2023-12-07,2,Organic Search,Yoga
7078,2023-12-02,5,Direct,Yoga
4545,2023-07-25,5,Social,Nutrition
3328,2023-06-16,2,Organic Search,Nutrition
1608,2023-06-08,4,Direct,Nutrition
3680,2023-03-23,2,Organic Search,Meditation
2393,2023-04-25,3,Social,Yoga
6310,2023-06-03,1,Direct,Yoga
1868,2023-11-30,1,Social,Meditation
6613,2023-06-24,3,Organic Search,Yoga
8506,2023-11-22,2,Direct,Gym Training
2166,2023-09-23,4,Referral,Nutrition
7517,2023-10-04,2,Referral,Meditation
3187,2023-12-05,1,Direct,Yoga
2941,2023-03-23,2,Email,Nutrition
9977,2023-01-19,1,Organic Search,Nutrition
2738,2023-01-30,2,Social,Meditation
8711,2023-08-30,1,Social,Nutrition
3715,2023-05-19,4,Organic Search,Yoga
2887,2023-04-10,3,Direct,Gym Training
1571,2023-03-08,2,Email,Nutrition
7125,2023-09-04,1,Referral,Nutrition
6267,2023-11-19,2,Organic Search,Nutrition
3421,2023-11-07,2,Direct,Yoga
5618,2023-12-26,4,Referral,Gym Training
2320,2023-08-03,5,Social,Meditation
9876,2023-09-09,5,Organic Search,Meditation
8126,2023-06-24,2,Referral,Nutrition
4971,2023-08-28,2,Direct,Nutrition
6493,2023-11-01,1,Direct,Gym Training
3887,2023-03-18,2,Social,Nutrition
1234,2023-05-18,1,Social,Nutrition
6794,2023-08-01,2,Email,Yoga
6178,2023-01-17,2,Social,Diet
2298,2023-07-10,5,Direct,Gym Training
5800,2023-12-24,1,Organic Search,Nutrition
4984,2023-04-07,1,Social,Meditation
6684,2023-05-01,3,Referral,Diet
6564,2023-10-15,1,Organic Search,Nutrition
1684,2023-05-11,1,Organic Search,Meditation
7903,2023-09-29,4,Organic Search,Meditation
4395,2023-08-28,4,Direct,Fitness
7934,2023-01-31,1,Organic Search,Nutrition
4692,2023-06-04,5,Organic Search,Meditation
1873,2023-05-27,3,Organic Search,Yoga
1346,2023-07-26,2,Referral,Gym Training
7076,2023-12-09,2,Direct,Gym Training
3146,2023-02-03,1,Referral,Yoga
9051,2023-04-20,2,Organic Search,Nutrition
1928,2023-04-16,5,Referral,Yoga
1361,2023-04-13,5,Social,Nutrition
8838,2023-04-06,4,Email,Meditation
9230,2023-02-24,2,Social,Nutrition
3710,2023-07-22,4,Social,Nutrition
9655,2023-04-27,4,Organic Search,Meditation
2541,2023-04-16,3,Direct,Yoga
6260,2023-04-04,2,Social,Gym Training
9507,2023-08-30,4,Organic Search,Yoga
9254,2023-01-05,5,Direct,Yoga
5602,2023-07-31,5,Social,Nutrition
2076,2023-11-17,4,Referral,Gym Training
9875,2023-11-29,3,Referral,Gym Training
7124,2023-06-05,2,Organic Search,Nutrition
9890,2023-05-31,4,Organic Search,Yoga
9474,2023-05-26,3,Social,Gym Training
2996,2023-09-13,1,Email,Nutrition
7784,2023-05-05,3,Organic Search,Diet
5417,2023-08-19,4,Referral,Nutrition
6157,2023-10-19,1,Direct,Gym Training
3059,2023-01-11,2,Direct,Nutrition
7658,2023-11-14,3,Organic Search,Fitness
8763,2023-07-29,1,Social,Gym Training
5811,2023-04-09,1,Social,Yoga
5662,2023-06-11,2,Email,Fitness
8620,2023-09-12,3,Referral,Fitness
5725,2023-11-09,3,Organic Search,Yoga
9059,2023-11-18,2,Social,Nutrition
2060,2023-04-03,4,Organic Search,Gym Training
2688,2023-01-02,2,Direct,Gym Training
8680,2023-05-28,5,Email,Nutrition
1989,2023-05-30,1,Social,Yoga
7594,2023-10-01,3,Referral,Nutrition
4683,2023-11-11,5,Direct,Meditation
3883,2023-06-12,5,Direct,Yoga
5447,2023-03-04,4,Direct,Gym Training
7082,2023-04-09,5,Organic Search,Gym Training
7548,2023-08-07,4,Organic Search,Gym Training
4422,2023-07-01,2,Organic Search,Diet
3895,2023-12-07,4,Direct,Diet
1557,2023-02-16,4,Organic Search,Fitness
8976,2023-11-22,3,Social,Yoga
7326,2023-09-17,5,Organic Search,Fitness
8377,2023-11-29,3,Referral,Meditation
9484,2023-10-11,5,Direct,Meditation
1489,2023-02-21,3,Referral,Gym Training
6871,2023-04-18,1,Social,Nutrition
7793,2023-01-28,1,Referral,Gym Training
1953,2023-08-28,1,Referral,Nutrition
8556,2023-01-13,2,Direct,Fitness
5953,2023-07-07,5,Organic Search,Nutrition
6948,2023-01-06,1,Social,Meditation
6735,2023-05-22,5,Direct,Gym Training
6648,2023-08-09,5,Direct,Nutrition
9324,2023-12-05,2,Organic Search,Meditation
5885,2023-07-09,3,Direct,Gym Training
1737,2023-08-28,1,Direct,Yoga
2342,2023-01-16,4,Direct,Fitness
5959,2023-08-02,5,Organic Search,Nutrition
8895,2023-05-21,4,Referral,Yoga
2484,2023-07-13,3,Referral,Yoga
2335,2023-06-28,2,Social,Fitness
7923,2023-08-31,2,Direct,Gym Training
4493,2023-09-09,5,Organic Search,Yoga
3970,2023-03-03,3,Organic Search,Gym Training
2931,2023-05-11,5,Email,Diet
9322,2023-07-27,1,Direct,Meditation
1793,2023-12-09,2,Organic Search,Nutrition
1218,2023-06-04,1,Email,Nutrition
6335,2023-07-28,3,Email,Fitness
1665,2023-10-02,3,Organic Search,Nutrition
2402,2023-12-18,1,Social,Diet
7347,2023-04-09,1,Direct,Gym Training
7553,2023-10-27,1,Direct,Nutrition
3164,2023-11-16,3,Direct,Gym Training
8415,2023-08-11,1,Email,Nutrition
4767,2023-11-10,2,Organic Search,Yoga
9818,2023-06-05,3,Direct,Diet
3412,2023-10-23,5,Organic Search,Fitness
6447,2023-04-18,1,Social,Yoga
4042,2023-07-05,5,Social,Gym Training
8728,2023-08-16,3,Organic Search,Gym Training
4401,2023-04-04,2,Direct,Gym Training
5314,2023-03-19,1,Direct,Gym Training
8845,2023-02-03,3,Direct,Meditation
1748,2023-07-06,2,Social,Nutrition
1879,2023-12-22,1,Organic Search,Yoga
9437,2023-12-05,4,Organic Search,Diet
1225,2023-05-27,5,Organic Search,Nutrition
7735,2023-07-31,5,Direct,Gym Training
4482,2023-11-06,2,Social,Meditation
5904,2023-08-26,1,Social,Diet
5335,2023-03-07,2,Direct,Nutrition
1476,2023-09-08,3,Referral,Fitness
6921,2023-11-28,1,Organic Search,Gym Training
7453,2023-04-04,2,Organic Search,Yoga
2195,2023-09-05,5,Email,Meditation
9028,2023-04-14,1,Direct,Nutrition
4257,2023-10-10,5,Social,Yoga
8541,2023-05-21,5,Social,Yoga
3973,2023-07-26,1,Referral,Gym Training
8189,2023-02-12,5,Direct,Fitness
6499,2023-01-13,2,Organic Search,Gym Training
9581,2023-06-28,1,Organic Search,Yoga
9073,2023-05-07,5,Email,Fitness
5506,2023-09-05,3,Organic Search,Nutrition
9588,2023-07-13,1,Organic Search,Yoga
4255,2023-10-23,3,Referral,Diet
1478,2023-05-12,2,Referral,Meditation
9732,2023-04-07,2,Organic Search,Gym Training
3402,2023-02-11,4,Email,Nutrition
5899,2023-03-20,2,Direct,Nutrition
6266,2023-05-02,2,Referral,Meditation
8707,2023-03-10,1,Direct,Nutrition
8564,2023-08-17,1,Referral,Yoga
6953,2023-07-08,2,Social,Diet
6755,2023-07-21,3,Social,Gym Training
5011,2023-11-20,3,Social,Nutrition
6168,2023-09-28,3,Direct,Gym Training
3604,2023-04-07,5,Social,Yoga
1052,2023-11-12,4,Organic Search,Yoga
6853,2023-04-20,4,Organic Search,Nutrition
3038,2023-04-09,2,Social,Yoga
6364,2023-11-12,5,Direct,Gym Training
2613,2023-09-22,2,Social,Fitness
6379,2023-07-05,4,Organic Search,Fitness
3231,2023-11-10,3,Referral,Nutrition
9328,2023-05-16,4,Organic Search,Nutrition
3947,2023-11-21,4,Organic Search,Nutrition
5656,2023-05-13,3,Social,Nutrition
4620,2023-10-21,5,Organic Search,Gym Training
5637,2023-08-15,1,Direct,Meditation
6508,2023-10-04,1,Organic Search,Gym Training
5940,2023-08-16,3,Referral,Yoga
8484,2023-12-23,3,Social,Fitness
1547,2023-01-13,1,Direct,Nutrition
4110,2023-12-10,4,Social,Yoga
2028,2023-07-06,5,Organic Search,Yoga
2518,2023-05-28,2,Email,Nutrition
8247,2023-04-22,2,Direct,Nutrition
5214,2023-12-09,1,Referral,Meditation
7207,2023-11-02,3,Organic Search,Nutrition
4981,2023-03-25,3,Direct,Gym Training
1872,2023-08-26,3,Email,Nutrition
7092,2023-12-09,2,Social,Meditation
5324,2023-01-16,5,Direct,Nutrition
3472,2023-10-20,3,Social,Gym Training
7128,2023-05-30,4,Direct,Yoga
4355,2023-09-26,1,Referral,Gym Training
9045,2023-05-08,1,Social,Nutrition
8032,2023-02-09,3,Direct,Nutrition
8467,2023-04-13,4,Social,Yoga
3942,2023-10-05,3,Social,Gym Training
5104,2023-01-03,4,Organic Search,Nutrition
6836,2023-06-15,4,Organic Search,Nutrition
4319,2023-11-13,2,Organic Search,Gym Training
7858,2023-09-27,5,Social,Meditation
1402,2023-10-09,3,Email,Nutrition
5060,2023-12-05,3,Organic Search,Fitness
3403,2023-06-13,3,Direct,Meditation
9832,2023-09-20,2,Direct,Gym Training
2375,2023-05-21,3,Organic Search,Nutrition
5849,2023-07-15,3,Social,Fitness
6248,2023-09-27,2,Organic Search,Nutrition
1432,2023-11-14,2,Organic Search,Meditation
3227,2023-02-08,1,Social,Nutrition
6502,2023-01-14,4,Referral,Nutrition
2968,2023-09-29,3,Direct,Meditation
9600,2023-08-10,4,Direct,Yoga
6457,2023-11-21,1,Email,Fitness
9042,2023-01-15,3,Referral,Fitness
9689,2023-06-24,5,Referral,Yoga
3029,2023-08-23,4,Organic Search,Gym Training
9367,2023-06-16,2,Organic Search,Yoga
4339,2023-02-27,1,Direct,Gym Training
9447,2023-12-22,3,Social,Nutrition
9533,2023-08-15,5,Organic Search,Gym Training
6714,2023-12-16,2,Social,Yoga
5020,2023-11-13,1,Direct,Fitness
7750,2023-05-05,4,Social,Gym Training
5106,2023-10-31,2,Email,Yoga
8737,2023-05-03,3,Referral,Diet
2221,2023-11-26,1,Organic Search,Fitness
6528,2023-11-26,3,Direct,Meditation
6234,2023-08-23,3,Organic Search,Meditation
2681,2023-04-14,1,Organic Search,Gym Training
3759,2023-06-08,2,Referral,Yoga
9244,2023-04-24,4,Referral,Fitness
5474,2023-03-21,4,Direct,Yoga
7596,2023-01-04,1,Referral,Diet
